2023-03-28 22:06:20,795 INFO  Logger.cs: 70 - 
2023-03-28 22:29:00,912 INFO  ExportHelperExtension.cs: 1409 - Component 44 is already fixed
2023-03-28 22:29:00,912 INFO  ExportHelperExtension.cs: 1402 - Fixing 54
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 54 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 48
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 48 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 58
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 58 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 49 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 52
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 52 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2023-03-28 22:29:00,922 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2023-03-28 22:29:01,132 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-28 22:29:01,132 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:29:01,132 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:29:01,132 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:29:02,354 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent leftLeg to child teker1 failed
2023-03-28 22:29:09,785 INFO  ExportHelperExtension.cs: 347 - Creating joint teker2
2023-03-28 22:29:09,785 INFO  ExportHelperExtension.cs: 1397 - Fixing components for leftLeg
2023-03-28 22:29:09,785 INFO  ExportHelperExtension.cs: 1402 - Fixing 41
2023-03-28 22:29:09,785 INFO  ExportHelperExtension.cs: 1409 - Component 41 is already fixed
2023-03-28 22:29:09,785 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 43 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 56
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 56 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 46
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 46 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 44
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 44 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 54
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 54 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 48
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 48 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 58
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 58 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 49 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 52
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 52 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2023-03-28 22:29:09,794 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2023-03-28 22:29:10,015 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-28 22:29:10,015 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:29:10,015 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:29:10,015 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:29:11,268 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent leftLeg to child teker2 failed
2023-03-28 22:29:18,719 INFO  ExportHelperExtension.cs: 347 - Creating joint RightLeg
2023-03-28 22:29:18,719 INFO  ExportHelperExtension.cs: 1397 - Fixing components for body
2023-03-28 22:29:18,719 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:29:18,719 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:29:18,729 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2023-03-28 22:29:18,729 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2023-03-28 22:29:18,729 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2023-03-28 22:29:18,729 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2023-03-28 22:29:18,769 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-28 22:29:18,769 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:29:18,769 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:29:18,769 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:29:19,935 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent body to child RightLeg failed
2023-03-28 22:29:19,985 INFO  ExportHelperExtension.cs: 347 - Creating joint teker3
2023-03-28 22:29:19,985 INFO  ExportHelperExtension.cs: 1397 - Fixing components for RightLeg
2023-03-28 22:29:19,985 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2023-03-28 22:29:19,985 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2023-03-28 22:29:19,985 INFO  ExportHelperExtension.cs: 1402 - Fixing 40
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 40 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 47
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 47 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 57
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 57 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 45
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 45 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 55
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 55 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 51
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 51 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 59
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 59 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 50
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 50 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 53
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 53 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2023-03-28 22:29:19,995 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2023-03-28 22:29:20,253 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-28 22:29:20,253 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:29:20,253 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:29:20,253 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:29:21,503 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent RightLeg to child teker3 failed
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 347 - Creating joint teker4
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1397 - Fixing components for RightLeg
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1402 - Fixing 40
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1409 - Component 40 is already fixed
2023-03-28 22:29:28,968 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 47
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 47 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 57
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 57 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 45
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 45 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 55
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 55 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 51
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 51 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 59
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 59 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 50
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 50 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 53
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 53 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2023-03-28 22:29:28,978 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2023-03-28 22:29:29,218 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-28 22:29:29,228 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:29:29,228 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:29:29,228 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:29:30,471 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent RightLeg to child teker4 failed
2023-03-28 22:29:38,021 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from montaj steering yok v10
2023-03-28 22:29:38,027 INFO  ExportHelperExtension.cs: 1136 - Found 32 in montaj steering yok v10
2023-03-28 22:29:38,028 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in montaj steering yok v10
2023-03-28 22:29:38,028 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-28 22:29:38,028 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from montaj steering yok v10.step-1
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1136 - Found 57 in montaj steering yok v10.step-1
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in montaj steering yok v10.step-1
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from montaj steering yok v10
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1136 - Found 32 in montaj steering yok v10
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in montaj steering yok v10
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from montaj steering yok v10.step-1
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1136 - Found 57 in montaj steering yok v10.step-1
2023-03-28 22:29:38,029 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in montaj steering yok v10.step-1
2023-03-28 22:29:38,081 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:31:05,120 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-03-28 22:31:05,130 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
